airBAND#,TAG #,st,E,A,AD,Sex,Mo,Dy,Yr,PT,TR,F,rg,Location,BANDITLOC,lat,LAT_DEC,long,LONG_DEC,Type
73805814,C80,3,39,4,,0,8,6,2011,PT,,6,79,"11 NE Cut Knife , ",,525,52.87972,1085,-108.89,band
73805815,C81,3,39,4,,0,8,6,2011,PT,,6,79,"11 NE Cut Knife , ",,525,52.87972,1085,-108.89,band
73805816,C82,3,39,4,,0,8,7,2011,PT,,6,79,3 mi WNW of Ranger,EP,533,53.625,1074,-107.78333,band
73805817,C83,3,39,4,,0,8,7,2011,PT,,6,79,3 mi WNW of Ranger,EP,533,53.625,1074,-107.78333,band
73805818,C84,3,39,4,,0,8,6,2011,PT,,6,79,8 miles NE of Carruthers,,525,52.96111,1091,-109.20889,band
73805819,C85,3,39,4,,0,8,6,2011,PT,,6,79,8 miles NE of Carruthers,,525,52.96111,1091,-109.20889,band
73805820,C86,3,39,4,,0,8,7,2011,PT,,6,79,2 km North of Cater,CT2,532,53.39722,1080,-108.05722,band
73805821,C87,3,39,4,,0,8,7,2011,PT,,6,79,2 km North of Cater SK,CT2,532,53.39722,1080,-108.05722,band
73805822,C88,3,39,4,,0,8,7,2011,PT,,6,79,"Cater(Cater SK), ",CT1,532,53.37583,1080,-108.02083,band
73805823,C89,3,39,4,,0,8,7,2011,PT,,6,79,"Cater(Cater SK), ",CT1,532,53.37583,1080,-108.02083,band
73805824,C90,3,39,4,,0,8,7,2011,PT,,6,79,"5 SE Cater, ",CTSE,531,53.32861,1075,-107.95583,band
73805825,C91,3,39,4,,0,8,7,2011,PT,,6,79,"5 SE Cater, ",CTSE,531,53.32861,1075,-107.95583,band
73805826,C92,3,39,4,,0,8,7,2011,PT,,6,79,3 mi WSW of Cater SK,CTSW2,532,53.35639,1080,-108.1475,band
73805827,C93,3,39,4,,0,8,7,2011,PT,,6,79,3 mi WSW of Cater SK,CTSW2,532,53.35639,1080,-108.1475,band
73805828,R35,3,39,4,,0,8,5,2014,PT,,6,79,4 mi SE of Tarnopol,BLW1,523,52.66333,1051,-105.31556,band
73805829,R36,3,39,4,,0,8,5,2014,PT,,6,79,4 mi SE of Tarnopol,BLW1,523,52.66333,1051,-105.31556,band
73805830,R37,3,39,4,,0,8,5,2014,PT,,6,79,3 mi S of St. Brieux,SB1,523,52.5925,1045,-104.89306,band
73805831,R38,3,39,4,,0,8,5,2014,PT,,6,79,3 mi S of St. Brieux SK,SB1,523,52.5925,1045,-104.89306,band
73805832,R39,3,39,4,,0,8,5,2014,PT,,6,79,2 mi SW of Nora SK,NORA,522,52.39333,1035,-103.8525,band
73805833,R40,3,39,4,,0,8,5,2014,PT,,6,79,2 mi SW of Nora SK ,NORA,522,52.39333,1035,-103.8525,band
73805834,Z11,3,25,8,ad,0,6,30,2014,PT,TR,6,79,8 mi N of Environ,ENVN,522,52.33472,1071,-107.32583,band
73805835,Z12,3,25,8,ad,0,6,30,2014,PT,TR,6,79,8 mi N of Environ,ENVN,522,52.33472,1071,-107.32583,band
73805836,Z13,3,25,8,ad,0,7,2,2014,PT,TR,6,79,5 mi S of Borden,BN1,522,52.34056,1071,-107.24694,band
73806421,C94,3,39,4,,0,8,7,2011,PT,,6,79,"East of Glaslyn SK, ",GLE1,532,53.37278,1081,-108.19639,band
73806422,C95,3,39,4,,0,8,7,2011,PT,,6,79,"East of Glaslyn SK, ",GLE1,532,53.37278,1081,-108.19639,band
73806423,C96,3,39,4,,0,8,7,2011,PT,,6,79,2.5mi WNWof Robinhood,RH1,531,53.29306,1081,-108.2475,band
73806424,C97,3,39,4,,0,8,7,2011,PT,,6,79,3 mi N of Glaslyn SK,GLN2,532,53.41667,1082,-108.365,band
73806425,C98,3,39,4,,0,8,20,2011,PT,,6,79,"North of Leoville SK, ",LVN1,534,53.67111,1073,-107.52167,band
73806427,E25,3,39,4,,0,8,10,2011,PT,,6,79,Christopher Lake SK,XL1,533,53.53194,1054,-105.81361,band
73806428,E26,3,39,4,,0,8,10,2011,PT,,6,79,Christopher Lake SK,XL1,533,53.53194,1054,-105.81361,band
73806429,E27,3,39,4,,0,8,10,2011,PT,,6,79,6 mi N of Paddockwood,PD1,533,53.59167,1053,-105.52333,band
73806430,E28,3,39,4,,0,8,10,2011,PT,,6,79,6 mi N of Paddockwood,PD1,533,53.59167,1053,-105.52333,band
73806431,E29,3,39,4,,0,8,10,2011,PT,,6,79,Weirdale SK,WD1,532,53.37028,1051,-105.19694,band
73806432,E30,3,39,4,,0,8,10,2011,PT,,6,79,Weirdale SK,WD1,532,53.37028,1051,-105.19694,band
73806433,E31,3,39,4,,0,8,10,2011,PT,,6,79,"North of Garrick SK, ",GAN1,534,53.67833,1041,-104.2175,band
73806434,E32,3,39,4,,0,8,10,2011,PT,,6,79,"North of Garrick SK, ",GAN1,534,53.67833,1041,-104.2175,band
73806435,E33,3,39,4,,0,8,10,2011,PT,,6,79,"7 NNE White Fox , ",WFN2,533,53.55444,1040,-104.02389,band
73806436,E34,3,39,4,,0,8,10,2011,PT,,6,79,"West of Pas Trail SK, ",,533,53.52694,1035,-103.94778,band
73806437,E35,3,39,4,,0,8,10,2011,PT,,6,79,"West of Pas Trail SK, ",,533,53.51056,1035,-103.88667,band
73806438,E36,3,39,4,,0,8,11,2011,PT,,6,79,"7 ESE Nipawin, ",NIE1,532,53.33667,1035,-103.83417,band
73806439,E37,3,39,4,,0,8,11,2011,PT,,6,79,"7 ESE Nipawin, ",NIE1,532,53.33667,1035,-103.83417,band
73806440,E38,3,39,4,,0,8,11,2011,PT,,6,79,"3 ENE Petaigan , ",PET,532,53.46167,1032,-103.48028,band
73806441,E39,3,39,4,,0,8,11,2011,PT,,6,79,"3 ENE Petaigan , ",PET,532,53.46167,1032,-103.48028,band
73806442,E40,3,39,4,,0,8,11,2011,PT,,6,79,13 mi E of Carrot River,CTE1,531,53.30361,1031,-103.27222,band
73806443,E41,3,39,4,,0,8,11,2011,PT,,6,79,"East of Zenon Park, ",ZPE1,530,53.03528,1032,-103.46639,band
73806444,E42,3,39,4,,0,8,11,2011,PT,,6,79,1 mi S of Jordan River,JORR,530,53.11806,1032,-103.45722,band
73806445,E43,3,39,4,,0,8,11,2011,PT,,6,79,"3.5 SE Lenvale , ",LENV,525,52.97583,1043,-104.51833,band
73806446,E44,3,39,4,,0,8,11,2011,PT,,6,79,"3.5 SE Lenvale , ",LENV,525,52.97583,1043,-104.51833,band
73806447,E45,3,39,4,E,0,8,11,2011,PT,,6,79,"3 WSW Beatty , ",BEW1,525,52.87306,1045,-104.86917,band
73806448,E46,3,39,4,,0,8,11,2011,PT,,6,79,"Hagen(Hagen SK), ",HA1,525,52.98083,1053,-105.65611,band
73806449,E47,3,39,4,,0,8,11,2011,PT,,6,79,"Hagen(Hagen SK), ",HA1,525,52.98083,1053,-105.65611,band
73806450,E48,3,39,4,,0,8,12,2011,PT,,6,79,"West of Canwood SK, ",CDW1,532,53.48556,1064,-106.70444,band
73806451,E49,3,39,4,,0,8,12,2011,PT,,6,79,"West of Canwood SK, ",CDW1,532,53.48556,1064,-106.70444,band
73806452,E50,3,39,4,,0,8,12,2011,PT,,6,79,"Victoire(Victoire SK), ",VC1,533,53.55972,1070,-107.0375,band
73806453,E51,3,39,4,,0,8,13,2011,PT,,6,79,1 mi W of Parkside,PK2,530,53.1625,1063,-106.56944,band
73806454,E52,3,39,4,,0,8,13,2011,PT,,6,79,1 mi W of Parkside,PK2,530,53.1625,1063,-106.56944,band
73806455,E53,3,39,4,,0,8,13,2011,PT,,6,79,Parkside SK,PK1,530,53.05389,1063,-106.51639,band
73806456,E54,3,39,4,,0,8,13,2011,PT,,6,79,Parkside SK,PK1,530,53.05389,1063,-106.51639,band
73806457,E55,3,39,4,,0,8,13,2011,PT,,6,79,"1 NW Brightholme, ",BRH,530,53.05694,1062,-106.45944,band
73806458,E56,3,39,4,,0,8,13,2011,PT,,6,79,1 mi E of Silver Grove,SILG,525,52.9875,1062,-106.43861,band
73806459,E57,3,39,4,,0,8,13,2011,PT,,6,79,1 mi E of Silver Grove,SILG,525,52.9875,1062,-106.43861,band
73806460,E58,3,39,4,,0,8,13,2011,PT,,6,79,West of MacDowall SK,MDW1,530,53.00778,1061,-106.31278,band
73806461,E59,3,39,4,,0,8,13,2011,PT,,6,79,West of MacDowall SK,MDW1,530,53.00778,1061,-106.31278,band
73806462,E60,3,39,4,,0,8,13,2011,PT,,6,79,5 mi W of Clouston,CLO,530,53.11417,1055,-105.95944,band
73806463,E61,3,39,4,,0,8,13,2011,PT,,6,79,5 mi W of Clouston SK,CLO,530,53.11417,1055,-105.95944,band
73806464,E62,3,39,4,,0,8,23,2011,PT,,6,79,"8 N Duck Lake , ",DUN1 ,525,52.92778,1061,-106.2575,band
73806465,E63,3,39,4,,0,8,23,2011,PT,,6,79,5 mi NNW of Canwood,CD1,532,53.4325,1063,-106.64361,band
73806466,E64,3,39,4,,0,8,23,2011,PT,,6,79,5 mi NNW of Canwood,CD1,532,53.4325,1063,-106.64361,band
73806467,K70,3,39,4,,0,8,5,2011,PT,,6,79,"4 SE Tarnopol , ",,523,52.66333,1051,-105.31556,band
73806468,K71,3,39,4,,0,8,5,2011,PT,,6,79,"4 SE Tarnopol , ",,523,52.66333,1051,-105.31556,band
73806469,K72,3,39,4,,0,8,5,2011,PT,,6,79,St. Brieux SK,SB1,523,52.5925,1045,-104.89306,band
73806470,K73,3,39,4,,0,8,5,2011,PT,,6,79,St. Brieux SK,SB1,523,52.5925,1045,-104.89306,band
73806471,K74,3,39,4,,0,8,5,2011,PT,,6,79,"South of Pathlow SK, ",,523,52.665,1044,-104.81139,band
73806472,K75,3,39,4,,0,8,5,2011,PT,,6,79,"South of Pathlow SK, ",,523,52.665,1044,-104.81139,band
73806473,K76,3,39,4,,0,8,5,2011,PT,,6,79,"2 SSW Pre Ste Marie , ",PSM2,523,52.58333,1034,-103.68583,band
73806474,K77,3,39,4,,0,8,5,2011,PT,,6,79,"2 SSW Pre Ste Marie , ",PSM2,523,52.58333,1034,-103.68583,band
73806475,K78,3,39,4,,0,8,5,2011,PT,,6,79,Porcupine Plain SK,PP1,523,52.625,1031,-103.28083,band
73806476,K79,3,39,4,,0,8,5,2011,PT,,6,79,Porcupine Plain SK,PP2,523,52.65833,1031,-103.18333,band
73806477,K80,3,39,4,,0,8,5,2011,PT,,6,79,Porcupine Plain SK,PP2,523,52.65833,1031,-103.18333,band
73806478,K81,3,39,4,,0,8,5,2011,PT,,6,79,Porcupine Plain SK,PP3,523,52.53611,1031,-103.2325,band
73806479,K82,3,39,4,,0,8,5,2011,PT,,6,79,Porcupine Plain SK,PP3,523,52.53611,1031,-103.2325,band
73806480,K83,3,39,4,,0,8,5,2011,PT,,6,79,"9 S Porcupine Plain, ",PPS1,522,52.46472,1031,-103.22056,band
73806481,K84,3,39,4,,0,8,5,2011,PT,,6,79,S of Porcupine Plain ,PPS2,522,52.43528,1031,-103.32028,band
73806482,K85,3,39,4,,0,8,5,2011,PT,,6,79,S of Porcupine Plain,PPS2,522,52.43528,1031,-103.32028,band
73806483,K86,3,39,4,,0,8,6,2011,PT,,6,79,"South of Chelan SK, ",,522,52.43944,1032,-103.46778,band
73806484,K87,3,39,4,,0,8,6,2011,PT,,6,79,"South of Chelan SK, ",,522,52.43944,1032,-103.46778,band
73806485,K88,3,39,4,,0,8,6,2011,PT,,6,79,"South of Chelan SK, ",,522,52.37,1032,-103.47056,band
73806486,K89,3,39,4,,0,8,6,2011,PT,,6,79,"South of Chelan SK, ",,522,52.37,1032,-103.47056,band
73806487,K90,3,39,4,,0,8,6,2011,PT,,6,79,7 mi N of Kelvington,KVN1,521,52.27111,1033,-103.52861,band
73806488,K91,3,39,4,,0,8,6,2011,PT,,6,79,7 mi N of Kelvington,KVN1,521,52.27111,1033,-103.52861,band
73806489,K92,3,39,4,,0,8,6,2011,PT,,6,79,2 mi E of Nobleville SK,NOB3,522,52.43444,1033,-103.54694,band
73806490,K93,3,39,4,,0,8,6,2011,PT,,6,79,2 mi E of Nobleville SK,NOB3,522,52.43444,1033,-103.54694,band
73806491,K94,3,39,4,,0,8,6,2011,PT,,6,79,Nobleville SK,NOB1,522,52.41917,1033,-103.61556,band
73806492,K95,3,39,4,,0,8,6,2011,PT,,6,79,2 mi SW of Nora SK,NORA,522,52.39333,1035,-103.8525,band
73806493,K96,3,39,4,,0,8,6,2011,PT,,6,79,2 mi SW of Nora SK,NORA,522,52.39333,1035,-103.8525,band
73806494,K97,3,39,4,,0,8,8,2011,PT,,6,79,"Borden(Borden SK), ",BN1,522,52.395,1071,-107.32139,band
73806495,K98,3,39,4,,0,8,8,2011,PT,,6,79,"East of Borden SK, ",BNE1,522,52.46389,1070,-107.02083,band
73806496,K99,3,39,4,,0,8,9,2011,PT,,6,79,"10 SSW Edam , ",BNE1,530,53.04306,1084,-108.80833,band
73806497,V0,3,39,4,,0,8,9,2011,PT,,6,79,"East of Edam SK, ",EDE1,531,53.27833,1083,-108.63417,band
73806498,V1,3,39,4,,0,8,8,2011,PT,,6,79,"Krydor(Krydor SK), ",KR1,524,52.74667,1070,-107.09278,band
73806499,V2,3,39,4,,0,8,8,2011,PT,,6,79,"Krydor(Krydor SK), ",KR1,524,52.74667,1070,-107.09278,band
73806500,V3,3,39,4,,0,8,8,2011,PT,,6,79,6 mi S of Shell Lake,SL1,531,53.2175,1070,-107.08639,band
73806501,V4,3,39,4,,0,8,8,2011,PT,,6,79,6 mi S of Shell Lake,SL1,531,53.2175,1070,-107.08639,band
73806502,V5,3,39,4,,0,8,11,2011,PT,,6,79,"6 S Mildred , ",MILS,531,53.25833,1071,-107.31361,band
73806503,V6,3,39,4,,0,8,8,2011,PT,,6,79,"6 S Mildred , ",MILS,531,53.25833,1071,-107.31361,band
73806504,V7,3,39,4,,0,8,9,2011,PT,,6,79,"5 W Edam, ",EDW,531,53.19083,1085,-108.89389,band
73806505,V8,3,39,4,,0,8,9,2011,PT,,6,79,"5 W Edam, ",EDW,531,53.19083,1085,-108.89389,band
73806506,V9,3,39,4,,0,8,9,2011,PT,,6,79,"East of Edam SK, ",EDE1,531,53.27833,1083,-108.63417,band
73806507,V10,3,39,4,,0,8,13,2011,PT,,6,79,6.7 mi NE of Grayson,,504,50.79361,1023,-102.53889,band
73806508,V11,3,39,4,,0,8,9,2011,PT,,6,79,2 mi E of Fairholme SK,FAH,532,53.39056,1083,-108.51389,band
73806509,V12,3,39,4,,0,8,9,2011,PT,,6,79,2 mi E of Fairholme SK,FAH,532,53.39056,1083,-108.51389,band
73806510,V13,3,39,4,E,0,8,9,2011,PT,,6,79,8 mi NW of Richard SK,RDNW,524,52.79833,1074,-107.79583,band
73806511,V14,3,39,4,,0,8,9,2011,PT,,6,79,3 mi N of Richard SK,RD3N,524,52.74111,1074,-107.69861,band
73806512,V15,3,39,4,,0,8,9,2011,PT,,6,79,3 mi N of Richard SK,RD3N,524,52.74111,1074,-107.69861,band
73806513,V16,3,39,4,,0,8,9,2011,PT,,6,79,"4 ESE Maymont, ",MYE,523,52.55139,1073,-107.6225,band
73806514,V17,3,39,4,,0,8,9,2011,PT,,6,79,"4 ESE Maymont, ",MYE,523,52.55139,1073,-107.6225,band
73806515,V18,3,39,4,,0,8,9,2011,PT,,6,79,Radisson SK,RD1,522,52.40583,1072,-107.49111,band
73806516,V19,3,39,4,,0,8,9,2011,PT,,6,79,Radisson SK,RD1,522,52.40583,1072,-107.49111,band
73806517,V20,3,39,4,,0,8,10,2011,PT,,6,79,6 mi SSE of Warman,WR1,521,52.22917,1063,-106.52306,band
73806518,V21,3,39,4,,0,8,10,2011,PT,,6,79,6 mi SSE of Warman,WR1,521,52.22917,1063,-106.52306,band
73806519,V22,3,39,4,,0,8,11,2011,PT,,6,79,"6 S Borden, ",BN3,521,52.33028,1071,-107.26306,band
73806520,V23,3,39,4,,0,8,11,2011,PT,,6,79,"6 S Borden, ",BN3,521,52.33028,1071,-107.26306,band
73806521,V24,3,39,4,,0,8,13,2011,PT,,6,79,"East of Parkerview SK, ",PVE1,512,51.35611,1030,-103.16167,band
73806522,V25,3,39,4,,0,8,13,2011,PT,,6,79,"East of Parkerview SK, ",PVE1,512,51.35611,1030,-103.16167,band
73806523,V26,3,39,4,,0,8,13,2011,PT,,6,79,5.8 mi SW of Bredenbury,BY2,505,50.88806,1020,-102.14694,band
73806524,V27,3,39,4,,0,8,13,2011,PT,,6,79,5.8 mi SW of Bredenbury,BY2,505,50.88806,1020,-102.14694,band
73806525,V28,3,39,4,,0,8,13,2011,PT,,6,79,2 mi SE of Barvas,BR1,511,51.19,1020,-102.08,band
73806526,V29,3,39,4,,0,8,13,2011,PT,,6,79,"5 NW Quinton , ",QU1,512,51.44778,1042,-104.46556,band
73806527,V30,3,39,4,,0,8,24,2011,PT,,6,79,Maymont SK,MY1,523,52.55056,1074,-107.78583,band
73806528,V31,3,39,4,,0,8,24,2011,PT,,6,79,Maymont SK,MY1,523,52.55056,1074,-107.78583,band
73806529,V32,3,39,4,,0,8,31,2011,PT,,6,79,"1 E Carmel, ",CAR2,521,52.22556,1051,-105.33,band
73806530,V33,3,39,4,,0,8,31,2011,PT,,6,79,"1 E Carmel, ",CAR2,521,52.22556,1051,-105.33,band
73806531,V34,3,39,4,,0,9,6,2011,PT,,6,79,"Borden (Borden SK), ",BN1,522,52.34056,1071,-107.24694,band
73806532,V35,3,39,4,,0,9,6,2011,PT,,6,79,"Borden (Borden SK), ",BN1,522,52.34056,1071,-107.24694,band
73806580,C35,3,39,4,,0,8,7,2012,PT,,6,79,9.5 mi E of Craven,CRE1,504,50.70361,1043,-104.59167,band
73806581,C36,3,39,4,,0,8,7,2012,PT,,6,79,9.5 mi E of Craven,CRE1,504,50.70361,1043,-104.59167,band
73806582,C37,3,39,4,,0,8,6,2012,PT,,6,79,6 miles S of Earl Grey,EAR,505,50.86139,1044,-104.70722,band
73806583,C38,3,39,4,,0,8,6,2012,PT,,6,79,6 miles S of Earl Grey,EAR,505,50.86139,1044,-104.70722,band
73806584,C39,3,39,4,,0,8,6,2012,PT,,6,79,West of Strasbourg SK,SGW1,510,51.02083,1050,-105.03222,band
73806585,C99,3,39,4,,0,7,28,2012,PT,,6,79,"5 SE Cater, ",CTSE,531,53.32861,1075,-107.95583,band
73806586,E65,3,39,4,,F,8,2,2012,PT,,6,79,"2 SSW Pre Ste Marie , ",PSM2,523,52.58333,1034,-103.68583,band
73806587,E66,3,39,4,,M,8,2,2012,PT,,6,79,"2 SSW Pre Ste Marie , ",PSM2,523,52.58333,1034,-103.68583,band
73806588,E67,3,39,4,,F,8,7,2012,PT,,6,79,5 mi NNW of Canwood,CD1,532,53.4325,1063,-106.64361,band
73806589,E68,3,39,4,,F,8,7,2012,PT,,6,79,5 mi NNW of Canwood,CD1,532,53.4325,1063,-106.64361,band
73806590,E69,3,39,4,,M,8,7,2012,PT,,6,79,"West of Canwood SK, ",CDW1,532,53.48556,1064,-106.70444,band
73806591,E70,3,39,4,,F,8,7,2012,PT,,6,79,"West of Canwood SK, ",CDW1,532,53.48556,1064,-106.70444,band
73806592,E71,3,39,4,,F,8,7,2012,PT,,6,79,"Victoire(Victoire SK), ",VC1,533,53.55972,1070,-107.0375,band
73806593,E72,3,39,4,,F,8,7,2012,PT,,6,79,"Victoire(Victoire SK), ",VC1,533,53.55972,1070,-107.0375,band
73806594,E73,3,39,4,,M,8,7,2012,PT,,6,79,"6 S Debden , ",DBS,532,53.4525,1065,-106.935,band
73806595,E74,3,39,4,,F,8,7,2012,PT,,6,79,"6 S Debden , ",DBS,532,53.4525,1065,-106.935,band
73806596,E75,3,39,4,,F,8,7,2012,PT,,6,79,1 mi W of Parkside SK,PK2,530,53.1625,1063,-106.56944,band
73806597,E76,3,39,4,,M,8,7,2012,PT,,6,79,1 mi W of Parkside SK,PK2,530,53.1625,1063,-106.56944,band
73806598,E77,3,39,4,,F,8,7,2012,PT,,6,79,Parkside SK,PK1,530,53.05389,1063,-106.51639,band
73806599,E78,3,39,4,,M,8,7,2012,PT,,6,79,Parkside(Parkside SK,PK1,530,53.05389,1063,-106.51639,band
73806600,E79,3,39,4,,F,8,7,2012,PT,,6,79,5 mi W of Clouston SK,CLO,530,53.11417,1055,-105.95944,band
73806601,E80,3,39,4,,F,8,7,2012,PT,,6,79,5 mi W of Clouston SK,CLO,530,53.11417,1055,-105.95944,band
73806602,E81,3,39,4,,M,8,7,2012,PT,,6,79,3 mi S of Crutwell SK,,531,53.18389,1060,-106.07694,band
73806603,E82,3,39,4,,M,8,7,2012,PT,,6,79,3 mi S of Crutwell,,531,53.18389,1060,-106.07694,band
73806604,E83,3,39,4,D,M,8,8,2012,PT,,6,79,"Hagen(Hagen SK), ",HA1,525,52.98083,1053,-105.65611,band
73806605,E84,3,39,4,,F,8,8,2012,PT,,6,79,1.5mi Wof Paddockwood,PDW2,533,53.51056,1053,-105.59861,band
73806606,E85,3,39,4,,F,8,8,2012,PT,,6,79,1.5mi Wof Paddockwood,PDW2,533,53.51056,1053,-105.59861,band
73806607,E86,3,39,4,,F,8,8,2012,PT,,6,79,Weirdale SK,WD,532,53.37028,1051,-105.19694,band
73806608,E87,3,39,4,,M,8,8,2012,PT,,6,79,Weirdale SK,WD,532,53.37028,1051,-105.19694,band
73806609,E88,3,39,4,,F,8,13,2012,PT,,6,79,"Foxford(Foxford SK), ",FX1,532,53.43194,1050,-105.15,band
73806610,E89,3,39,4,,F,8,13,2012,PT,,6,79,"Foxford(Foxford SK), ",FX1,532,53.43194,1050,-105.15,band
73806611,E90,3,39,4,,M,8,5,2012,PT,,6,79,"4 NW Quinton , ",QU1,512,51.43111,1042,-104.46556,band
73806612,E91,3,39,4,,F,8,5,2012,PT,,6,79,"4 NW Quinton , ",QU1,512,51.43111,1042,-104.46556,band
73806613,E92,3,39,4,,M,8,5,2012,PT,,6,79,5 mi SW of Leross SK,LR1,511,51.24028,1035,-103.9575,band
73806614,E93,3,39,4,,F,8,5,2012,PT,,6,79,5 mi SW of Leross SK,LR1,511,51.24028,1035,-103.9575,band
73806615,E94,3,39,4,,M,8,5,2012,PT,,6,79,"West of Ituna SK, ",ITW1,510,51.12139,1033,-103.59806,band
73806616,E95,3,39,4,,M,8,5,2012,PT,,6,79,"West of Ituna SK, ",ITW1,510,51.12139,1033,-103.59806,band
73806617,E96,3,39,4,,M,8,5,2012,PT,,6,79,"East of Parkerview SK, ",PVE1,512,51.35611,1030,-103.16167,band
73806618,E97,3,39,4,,F,8,5,2012,PT,,6,79,"East of Parkerview SK, ",PVE1,512,51.35611,1030,-103.16167,band
73806619,E98,3,39,4,,F,8,5,2012,PT,,6,79,5 mi S of Elfros SK,ELFS,514,51.66667,1035,-103.87472,band
73806620,E99,3,39,4,,M,8,5,2012,PT,,6,79,5 mi S of Elfros SK,ELFS,514,51.66667,1035,-103.87472,band
73807401,T0,3,39,4,,M,8,9,2012,PT,,6,79,"6 SW Mayfair, ",01-May,525,52.91917,1074,-107.69694,band
73807402,T7,3,39,4,,M,7,28,2012,PT,,6,79,Baljennie SK,BJ1,523,52.50139,1075,-107.95694,band
73807403,T8,3,39,4,,F,7,28,2012,PT,,6,79,Baljennie SK,BJ1,523,52.50139,1075,-107.95694,band
73807404,T9,3,39,8,ad,M,8,6,2012,PT,,6,79,"5 W Edam, ",EDW,531,53.19083,1085,-108.89389,band
73807405,V36,3,39,4,,0,8,6,2012,PT,,6,79,West of Strasbourg SK,SGW1,510,51.02083,1050,-105.03222,band
73807406,V37,3,39,4,,0,8,13,2012,PT,,6,79,"Kendal(Kendal, SK), ",KN1,501,50.25889,1033,-103.64333,band
73807407,V38,3,39,4,,0,8,13,2012,PT,,6,79,"Kendal(Kendal, SK), ",KN1,501,50.25889,1033,-103.64333,band
73807408,V39,3,39,4,,0,8,13,2012,PT,,6,79,4 miles SSE of Kipling,KIP,500,50.05028,1023,-102.55278,band
73807409,V40,3,39,4,,0,8,13,2012,PT,,6,79,4 miles SSE of Kipling,KIP,500,50.05028,1023,-102.55278,band
73807410,V41,3,39,4,,0,8,13,2012,PT,,6,79,8.7 mi SSE of Oakshela,OKS1,501,50.27583,1024,-102.71,band
73807411,V42,3,39,4,,0,8,13,2012,PT,,6,79,8.7 mi SSE of Oakshela,OKS1,501,50.27583,1024,-102.71,band
73807412,V50,3,39,4,,M,8,4,2012,PT,,6,79,Shell Lake SK,SL1,531,53.19556,1070,-107.07528,band
73807413,V51,3,39,4,,M,8,4,2012,PT,,6,79,Shell Lake SK,SL1,531,53.19556,1070,-107.07528,band
73807414,V52,3,39,4,,F,8,4,2012,PT,,6,79,3 mi WNW of Ranger,RAN,533,53.625,1074,-107.76139,band
73807415,V53,3,39,4,,M,8,4,2012,PT,,6,79,3 mi WNW of Ranger,RAN,533,53.625,1074,-107.76139,band
73807416,V54,3,39,4,,M,8,4,2012,PT,,6,79,2 km North of Cater SK,CT2,532,53.39722,1080,-108.05722,band
73807417,V55,3,39,4,,M,8,4,2012,PT,,6,79,"East of Glaslyn SK, ",GLE1,532,53.37278,1081,-108.19639,band
73807418,V56,3,39,4,,M,8,4,2012,PT,,6,79,"East of Glaslyn SK, ",GLE1,532,53.37278,1081,-108.19639,band
73807419,V57,3,39,4,,M,8,4,2012,PT,,6,79,2.5mi WNWof Robinhood,RH1,531,53.29306,1081,-108.2475,band
73807420,V58,3,39,4,,F,8,4,2012,PT,,6,79,2.5mi WNWof Robinhood,RH1,531,53.29306,1081,-108.2475,band
73807421,V59,3,39,4,,F,8,4,2012,PT,,6,79,3 mi N of Glaslyn SK,GLN2,532,53.41667,1082,-108.365,band
73807422,V60,3,39,4,,F,8,4,2012,PT,,6,79,3 mi N of Glaslyn SK,GLN2,532,53.41667,1082,-108.365,band
73807423,V61,3,39,4,,M,8,4,2012,PT,,6,79,Prongua SK,PR1,524,52.69528,1083,-108.58222,band
73807424,V62,3,39,4,,F,8,4,2012,PT,,6,79,Prongua SK,PR1,524,52.69528,1083,-108.58222,band
73807425,V63,3,39,4,,F,8,5,2012,PT,,6,79,"North of Langham SK, ",LHN1,523,52.59472,1065,-106.90111,band
73807426,V64,3,39,4,,M,8,5,2012,PT,,6,79,"North of Langham SK, ",LHN1,523,52.59472,1065,-106.90111,band
73807427,V65,3,39,4,,M,8,5,2012,PT,,6,79,"Krydor(Krydor SK), ",KR1,524,52.74667,1070,-107.09278,band
73807428,V66,3,39,4,,M,8,5,2012,PT,,6,79,"Krydor(Krydor SK), ",KR1,524,52.74667,1070,-107.09278,band
73807429,V67,3,39,4,,F,8,6,2012,PT,,6,79,"11 NE Cut Knife , ",PND,525,52.87972,1085,-108.89,band
73807430,V68,3,39,4,,F,8,6,2012,PT,,6,79,"11 NE Cut Knife , ",PND,525,52.87972,1085,-108.89,band
73807431,V69,3,39,4,,M,8,6,2012,PT,,6,79,8 miles NE of Carruthers,MUSL,525,52.96111,1091,-109.20889,band
73807432,V70,3,39,4,,M,8,6,2012,PT,,6,79,8 miles NE of Carruthers,MUSL,525,52.96111,1091,-109.20889,band
73807433,V71,3,39,4,,M,8,6,2012,PT,,6,79,"1 E Freemont , ",FRE,525,52.84472,1092,-109.46306,band
73807434,V72,3,39,4,,F,8,6,2012,PT,,6,79,"1 E Freemont , ",FRE,525,52.84472,1092,-109.46306,band
73807435,V73,3,39,4,,M,8,6,2012,PT,,6,79,"4 SW Marsden, ",MARS,524,52.805,1095,-109.90528,band
73807436,V74,3,39,4,,M,8,6,2012,PT,,6,79,"4 SW Marsden, ",MARS ,524,52.805,1095,-109.90528,band
73807437,V75,3,39,4,,F,8,6,2012,PT,,6,79,3 mi W of Vawn  SK,STH,530,53.11028,1084,-108.73472,band
